,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
114,精装修大套二带衣帽间交通便利，配套设施齐全,https://cd.ke.com/ershoufang/20031017710100144499.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,165.0,17532.7,低楼层(共19层),2012年建,2室1厅,94.11平米,东,1,3天前发布
115,品质小区，诚意出售，中间楼层，采光好,https://cd.ke.com/ershoufang/20031017710100135795.html,长虹和悦府,https://cd.ke.com/xiaoqu/1611063890469/,123.0,21054.4,中楼层(共20层),2015年建,2室1厅,58.42平米,东,2,3天前发布
116,低楼层，简单装修，可直接拎包入住,https://cd.ke.com/ershoufang/20031017710100134233.html,石人南路35号,https://cd.ke.com/xiaoqu/3011056015626/,112.0,14933.3,低楼层(共7层),1997年建,3室1厅,75平米,东南,0,3天前发布
117,文殊院双眼井旁套四双卫低楼层,https://cd.ke.com/ershoufang/20031017710100128993.html,通顺苑,https://cd.ke.com/xiaoqu/1611059249943/,185.0,13028.2,低楼层(共7层),2000年建,4室2厅,142平米,南,0,3天前发布
118,清水河畔套三业主自住装修保养好,https://cd.ke.com/ershoufang/20031017710100127885.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,145.0,14762.8,低楼层(共23层),2008年建,3室2厅,98.22平米,西南,5,3天前发布
119,保利金香槟精装套四双卫对中庭,https://cd.ke.com/ershoufang/20031017710100125189.html,保利金香槟,https://cd.ke.com/xiaoqu/1611043451443/,320.0,23944.9,中楼层(共18层),2012年建,4室2厅,133.64平米,南,2,3天前发布
120,青羊万达标间出售，精装修，交通方便,https://cd.ke.com/ershoufang/20031017710100124568.html,成都青羊万达广场,https://cd.ke.com/xiaoqu/1611100040029/,48.0,12444.9,中楼层(共27层),2016年建,1室0厅,38.57平米,南,1,3天前发布
121,西子香荷5栋车位出售产权清晰,https://cd.ke.com/ershoufang/20031017710100122050.html,中铁西子香荷,https://cd.ke.com/xiaoqu/1611041555455/,19.0,8210.9,地下室(共层),2010年建,1室0厅,23.14平米,东,0,3天前发布
122,锦江时代花园标准套四地段好不临街人民公园旁边,https://cd.ke.com/ershoufang/20031017710100120048.html,锦江时代花园,https://cd.ke.com/xiaoqu/3011054216189/,260.0,14667.7,低楼层(共18层),2003年建,4室2厅,177.26平米,南,0,3天前发布
123,六月花苑3室2厅东南,https://cd.ke.com/ershoufang/20031017710100116475.html,六月花苑,https://cd.ke.com/xiaoqu/3011056031833/,499.0,35017.5,低楼层(共4层),2002年建,3室2厅,142.5平米,东南,1,3天前发布
124,青羊贝森户型通透简装套一,https://cd.ke.com/ershoufang/20031017710100120427.html,双玺,https://cd.ke.com/xiaoqu/1611041609498/,120.0,22598.9,高楼层(共18层),2011年建,1室1厅,53.1平米,西,1,3天前发布
125,光华馨地3室1厅北,https://cd.ke.com/ershoufang/20031017710100116017.html,光华馨地,https://cd.ke.com/xiaoqu/1611041580934/,175.0,18069.2,中楼层(共11层),2006年建,3室1厅,96.85平米,北,0,3天前发布
126,保利香槟光华精装套三出售对中庭小区环境好,https://cd.ke.com/ershoufang/20031017710100114916.html,保利香槟光华,https://cd.ke.com/xiaoqu/1611060968918/,183.0,23846.8,低楼层(共18层),2014年建,3室1厅,76.74平米,东,1,3天前发布
127,人民中路一段五号，背靠天府广场,https://cd.ke.com/ershoufang/20031017710100111561.html,人民中路一段5号,https://cd.ke.com/xiaoqu/3011052264362/,240.0,27745.7,低楼层(共6层),1984年建,3室1厅,86.5平米,南,2,3天前发布
128,青龙街新上房源总价低标准套二,https://cd.ke.com/ershoufang/20031017710100106315.html,青龙街71号,https://cd.ke.com/xiaoqu/3011053918422/,105.0,17089.8,高楼层(共6层)2室1厅,,2室1厅,61.44平米,东,6,3天前发布
129,元益花园3室2厅东,https://cd.ke.com/ershoufang/20031017710100107310.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,140.0,16706.4,高楼层(共21层),2014年建,3室2厅,83.8平米,东,2,3天前发布
130,鹭岛三期全对中庭，安静，采光好，有装修套二,https://cd.ke.com/ershoufang/20031017710100106191.html,金沙鹭岛三期,https://cd.ke.com/xiaoqu/1611043175848/,245.0,28963.2,高楼层(共28层),2014年建,2室2厅,84.59平米,东北,0,3天前发布
131,套二精装修户型方正，客厅带阳台,https://cd.ke.com/ershoufang/20031017710100100297.html,清溪雅筑,https://cd.ke.com/xiaoqu/1611047819375/,112.0,15336.2,中楼层(共18层),2012年建,2室2厅,73.03平米,东,1,3天前发布
132,光华欣苑简装套三双卫采光好有车位,https://cd.ke.com/ershoufang/20030917710100183459.html,光华欣苑,https://cd.ke.com/xiaoqu/1612880413207629/,249.0,23121.9,低楼层(共20层)3室2厅,,3室2厅,107.69平米,东,0,4天前发布
133,佳兆业广场2室2厅东东南,https://cd.ke.com/ershoufang/20030917710100181416.html,佳兆业广场,https://cd.ke.com/xiaoqu/166988596260316/,120.0,17464.7,高楼层(共15层),2012年建,2室2厅,68.71平米,东东南,0,4天前发布
134,中铁西城东苑套二朝东带家具,https://cd.ke.com/ershoufang/20030917710100180766.html,中铁西城东苑,https://cd.ke.com/xiaoqu/1611047975132/,185.0,21514.1,低楼层(共18层),2012年建,2室2厅,85.99平米,东,1,4天前发布
135,锦秀民居2室1厅东南,https://cd.ke.com/ershoufang/20030917710100174528.html,锦秀民居,https://cd.ke.com/xiaoqu/1611041819954/,125.0,13157.9,中楼层(共7层),2001年建,2室1厅,95平米,东南,0,4天前发布
136,房屋标准套一，住家装修，可拎包入住，明厨明卫带阳台,https://cd.ke.com/ershoufang/20030917710100170894.html,现代城人民公园,https://cd.ke.com/xiaoqu/1611041622435/,85.0,15679.8,低楼层(共23层),2004年建,1室1厅,54.21平米,东北,3,4天前发布
137,电梯跃层满五唯一，跃层电梯房,https://cd.ke.com/ershoufang/20030917710100169619.html,丽阳天下,https://cd.ke.com/xiaoqu/1611059530903/,120.0,19345.5,低楼层(共23层),2001年建,1室1厅,62.03平米,东南,0,4天前发布
138,房子在地铁线通惠门路站交通方便,https://cd.ke.com/ershoufang/20030917710100164488.html,通惠门路25号,https://cd.ke.com/xiaoqu/3011053412025/,168.0,22490,高楼层(共7层),1999年建,2室2厅,74.7平米,西,1,4天前发布
139,蓝光负一楼电梯口大车位原价出售,https://cd.ke.com/ershoufang/20030917710100164311.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,8.5,2946.3,地下室(共层)1室0厅,,1室0厅,28.85平米,东,1,4天前发布
140,佳兆业西城广场1室0厅东,https://cd.ke.com/ershoufang/20030917710100165230.html,佳兆业西城广场,https://cd.ke.com/xiaoqu/1620021652270937/,57.0,10982.7,中楼层(共9层)1室0厅,,1室0厅,51.9平米,东,1,4天前发布
141,花样年华新街坊二期2室1厅东,https://cd.ke.com/ershoufang/20030917710100161067.html,花样年华新街坊二期,https://cd.ke.com/xiaoqu/1611059316102/,168.0,25905.9,中楼层(共25层),2009年建,2室1厅,64.85平米,东,1,4天前发布
142,顺城大街，融城云熙，曹家巷恒大广场，金牛万达广场,https://cd.ke.com/ershoufang/20030917710100157950.html,融城云熙,https://cd.ke.com/xiaoqu/3011053723141/,198.0,18916.6,高楼层(共29层)2室2厅,,2室2厅,104.67平米,东南,1,4天前发布
143,户型方正，朝东视野好，明厨明卫有装修。,https://cd.ke.com/ershoufang/20030917710100158372.html,齐力碧水湾,https://cd.ke.com/xiaoqu/1611041579253/,190.0,22093,高楼层(共18层),2007年建,2室1厅,86平米,东南,3,4天前发布
144,清水路苑2室2厅南,https://cd.ke.com/ershoufang/20030917710100152636.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,135.0,15151.5,低楼层(共18层),2012年建,2室2厅,89.1平米,南,0,4天前发布
145,清水中铁套四中庭位置，诚心出售，带车位,https://cd.ke.com/ershoufang/20030917710100150118.html,中铁瑞景颐城,https://cd.ke.com/xiaoqu/1611049057688/,310.0,26050.4,高楼层(共20层),2013年建,4室1厅,119平米,南,1,4天前发布
146,锦天国际低楼层明厨明卫装修好,https://cd.ke.com/ershoufang/20030917710100144032.html,锦天国际,https://cd.ke.com/xiaoqu/3011053776089/,125.0,20295.5,低楼层(共32层),2009年建,1室1厅,61.59平米,南,1,4天前发布
147,万科金色领域，精装套二,https://cd.ke.com/ershoufang/20030917710100143475.html,万科金色领域,https://cd.ke.com/xiaoqu/1611044699628/,158.0,19310.7,低楼层(共24层),2012年建,2室1厅,81.82平米,南,2,4天前发布
148,时代凯悦1室1厅东南,https://cd.ke.com/ershoufang/20030917710100143336.html,时代凯悦,https://cd.ke.com/xiaoqu/1611058909990/,108.0,22258.9,高楼层(共40层),2006年建,1室1厅,48.52平米,东南,1,4天前发布
149,对中庭，安静不吵，采光好，客厅带大阳台,https://cd.ke.com/ershoufang/20030917710100136528.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,185.0,17649.3,中楼层(共21层),2014年建,3室2厅,104.82平米,东西,0,4天前发布
150,不对三环采光不错，楼层适中，清水房,https://cd.ke.com/ershoufang/20030917710100136016.html,金沙城锦西观堂,https://cd.ke.com/xiaoqu/16000000001766/,348.0,25817.9,中楼层(共21层)4室2厅,,4室2厅,134.79平米,西北,3,4天前发布
151,外光华品质小区，精装修小套二，可拎包入住,https://cd.ke.com/ershoufang/20030917710100133729.html,长虹和悦府,https://cd.ke.com/xiaoqu/1611063890469/,128.0,21007.7,中楼层(共20层),2015年建,2室1厅,60.93平米,西西北,8,4天前发布
152,中吧近地铁小区，交通配套成熟，配套完善。,https://cd.ke.com/ershoufang/20030917710100129513.html,金阳易诚国际,https://cd.ke.com/xiaoqu/1611043100741/,140.0,17679,高楼层(共22层),2010年建,2室1厅,79.19平米,北,1,4天前发布
153,元益花园2室1厅北,https://cd.ke.com/ershoufang/20030917710100125338.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,150.0,18596.6,高楼层(共21层),2014年建,2室1厅,80.66平米,北,1,4天前发布
154,守经街新上房源，总价低，三室，一楼，实得面积大,https://cd.ke.com/ershoufang/20030917710100125228.html,守经街6号,https://cd.ke.com/xiaoqu/1611059312387/,67.0,23353.1,低楼层(共6层)3室0厅,,3室0厅,28.69平米,东东南,3,4天前发布
155,铸信境界3室1厅南,https://cd.ke.com/ershoufang/20030917710100124354.html,铸信境界,https://cd.ke.com/xiaoqu/1611041556151/,190.0,21141.6,低楼层(共28层),2009年建,3室1厅,89.87平米,南,0,4天前发布
156,清江东路11号，标准套二，采光还可以。安静不临街。,https://cd.ke.com/ershoufang/20030917710100120975.html,成勘院,https://cd.ke.com/xiaoqu/1611058694818/,116.0,16037.6,低楼层(共5层)2室1厅,,2室1厅,72.33平米,南,3,4天前发布
157,金沙愉景一期3室2厅南,https://cd.ke.com/ershoufang/20030917710100118955.html,金沙愉景一期,https://cd.ke.com/xiaoqu/1611041616877/,300.0,21641.9,高楼层(共10层)3室2厅,,3室2厅,138.62平米,南,0,4天前发布
158,标准套一中间层采光不错,https://cd.ke.com/ershoufang/20030917710100114878.html,清溪雅筑,https://cd.ke.com/xiaoqu/1611047819375/,72.0,14478.2,中楼层(共18层),2012年建,1室1厅,49.73平米,东,0,4天前发布
159,0.1环标准套三+看体育场视野开阔,https://cd.ke.com/ershoufang/20030917710100113217.html,富力公馆,https://cd.ke.com/xiaoqu/3011053825555/,300.0,18315,中楼层(共47层),2012年建,3室2厅,163.8平米,东南,0,4天前发布
160,东原时光道3室1厅东南,https://cd.ke.com/ershoufang/20030917710100112759.html,东原时光道,https://cd.ke.com/xiaoqu/1611063210428/,208.0,23175.5,中楼层(共21层),2015年建,3室1厅,89.75平米,东南,1,4天前发布
161,西南财大地铁4号线，精装套二，朝南，地段繁华,https://cd.ke.com/ershoufang/20030917710100110935.html,金林大城小室,https://cd.ke.com/xiaoqu/1611042993730/,152.0,19321.2,中楼层(共18层),2009年建,2室1厅,78.67平米,南,2,4天前发布
162,鼓楼北二街58号院1室1厅西,https://cd.ke.com/ershoufang/20030917710100108413.html,鼓楼北二街58号院,https://cd.ke.com/xiaoqu/1620021833709405/,44.0,11139.2,高楼层(共7层),2000年建,1室1厅,39.5平米,西,0,4天前发布
163,凯德风尚居家装修三居室双卫有阳台,https://cd.ke.com/ershoufang/20030817710100305791.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,220.0,24376.7,低楼层(共19层),2012年建,3室2厅,90.25平米,北,2,5天前发布
164,蓝光coco金沙二期1室1厅南,https://cd.ke.com/ershoufang/20030817710100214790.html,蓝光coco金沙二期,https://cd.ke.com/xiaoqu/1611062950321/,58.0,19727.9,高楼层(共22层),2015年建,1室1厅,29.4平米,南,0,5天前发布
165,清水路苑、户型方正、采光好、交通便利、配套成熟、,https://cd.ke.com/ershoufang/20030817710100214124.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,140.0,15730.3,高楼层(共18层),2012年建,3室2厅,89平米,北,0,5天前发布
166,蓝光凯丽美域3室1厅西北,https://cd.ke.com/ershoufang/20030817710100213219.html,蓝光凯丽美域,https://cd.ke.com/xiaoqu/1611041584809/,260.0,30232.6,高楼层(共31层),2010年建,3室1厅,86平米,西北,0,5天前发布
167,简装大套二户型方正采光好,https://cd.ke.com/ershoufang/20030817710100213079.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,125.0,14044.9,高楼层(共18层),2012年建,2室2厅,89平米,南,0,5天前发布
168,石人南路39号标准套三中间楼层,https://cd.ke.com/ershoufang/20030817710100209472.html,石人南路39号,https://cd.ke.com/xiaoqu/3011056016495/,97.0,13186.5,中楼层(共7层),1996年建,3室1厅,73.56平米,南北,2,5天前发布
169,青羊区光华大道置信清水湾精装套三,https://cd.ke.com/ershoufang/20030817710100200041.html,置信清水湾,https://cd.ke.com/xiaoqu/1611041605623/,180.0,17398,高楼层(共26层),2010年建,3室1厅,103.46平米,东南,1,5天前发布
170,新阳光健康家园顶跃带大花园,https://cd.ke.com/ershoufang/20030817710100199294.html,新阳光健康家园,https://cd.ke.com/xiaoqu/1611041924937/,150.0,30556.1,高楼层(共10层)2室1厅,,2室1厅,49.09平米,西,8,5天前发布
171,精装套二户型方正采光好,https://cd.ke.com/ershoufang/20030817710100193182.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,115.0,13855.4,中楼层(共18层),2012年建,2室2厅,83平米,南,6,5天前发布
172,蓝光COCO蜜城2室1厅北,https://cd.ke.com/ershoufang/20030817710100188662.html,蓝光COCO蜜城,https://cd.ke.com/xiaoqu/1611047132714/,235.0,35253.5,高楼层(共30层),2014年建,2室1厅,66.66平米,北,1,5天前发布
173,品质小区，精装修户型方正，配套齐全交通便利，满两年,https://cd.ke.com/ershoufang/20030817710100184391.html,长虹和悦府,https://cd.ke.com/xiaoqu/1611063890469/,128.0,21031.9,中楼层(共20层),2015年建,2室1厅,60.86平米,北东北,9,5天前发布
174,泡桐树街20号2室1厅南,https://cd.ke.com/ershoufang/20030817710100186745.html,泡桐树街20号,https://cd.ke.com/xiaoqu/3011055626176/,230.0,38564.7,高楼层(共7层)2室1厅,,2室1厅,59.64平米,南,1,5天前发布
175,宽窄巷子旁套三改套四大户型,https://cd.ke.com/ershoufang/20030817710100185640.html,锦都,https://cd.ke.com/xiaoqu/3011053410699/,500.0,34938.2,中楼层(共25层),2005年建,4室2厅,143.11平米,东,6,5天前发布
176,地铁口，万达盘，标准套三出售，户型方正，采光好！,https://cd.ke.com/ershoufang/20030817710100186335.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,125.0,13950.9,中楼层(共18层),2012年建,3室2厅,89.6平米,北,1,5天前发布
177,揽胜金沙2室1厅南,https://cd.ke.com/ershoufang/20030817710100182592.html,揽胜金沙,https://cd.ke.com/xiaoqu/1611043282868/,190.0,27228.4,中楼层(共35层),2012年建,2室1厅,69.78平米,南,0,5天前发布
178,齐力花园，户型方正，套三双卫，低楼层，,https://cd.ke.com/ershoufang/20030817710100178322.html,齐力花园,https://cd.ke.com/xiaoqu/1611041739029/,250.0,18976.8,低楼层(共6层),2002年建,3室1厅,131.74平米,南,0,5天前发布
179,楼层好，采光不错，小区配套齐全。,https://cd.ke.com/ershoufang/20030817710100169374.html,清江东路65号,https://cd.ke.com/xiaoqu/1611062778274/,100.0,13550.1,中楼层(共7层)3室1厅,,3室1厅,73.8平米,东,0,5天前发布
180,楼层好，采光不错，小区配套齐全。,https://cd.ke.com/ershoufang/20030817710100169374.html,清江东路65号,https://cd.ke.com/xiaoqu/1611062778274/,100.0,13550.1,中楼层(共7层)3室1厅,,3室1厅,73.8平米,东,0,5天前发布
181,蓝光coco金沙二期套二装修居家,https://cd.ke.com/ershoufang/20030817710100165195.html,蓝光coco金沙二期,https://cd.ke.com/xiaoqu/1611062950321/,108.0,21942.3,低楼层(共22层),2015年建,2室1厅,49.22平米,西北,3,5天前发布
182,人民公园08年电梯房，标准一居室，居家装修，,https://cd.ke.com/ershoufang/20030817710100164924.html,冠城花园三期,https://cd.ke.com/xiaoqu/1611060141318/,100.0,20576.1,高楼层(共20层),2008年建,1室1厅,48.6平米,东南,0,5天前发布
183,西岸蒂景1室1厅东,https://cd.ke.com/ershoufang/20030817710100160974.html,西岸蒂景,https://cd.ke.com/xiaoqu/1611058910819/,122.0,19706,中楼层(共12层),2004年建,1室1厅,61.91平米,东,1,5天前发布
184,新城市广场1室1厅南,https://cd.ke.com/ershoufang/20030817710100159788.html,新城市广场,https://cd.ke.com/xiaoqu/1611059361602/,108.0,22448.6,低楼层(共30层),2003年建,1室1厅,48.11平米,南,0,5天前发布
185,八宝街2015年次新房标准2室1厅朝南带阳台,https://cd.ke.com/ershoufang/20030817710100161070.html,锦城华府,https://cd.ke.com/xiaoqu/1611061163424/,210.0,27269.2,高楼层(共32层),2015年建,2室1厅,77.01平米,南,4,5天前发布
